Function Name,n,# of primes,Time
Sieve,1000000,176783,0.254184961319
Sieve,1010000,178507,0.242052078247
Sieve,1020000,180222,0.228038072586
Sieve,1030000,181952,0.230783939362
Sieve,1040000,183664,0.227915048599
Sieve,1050000,185385,0.232093811035
Sieve,1060000,187096,0.234116077423
Sieve,1070000,188815,0.239840984344
Sieve,1080000,190538,0.242759943008
Sieve,1090000,192240,0.241379022598
Sieve,1100000,193953,0.244033098221
Sieve,1110000,195678,0.248495101929
Sieve,1120000,197387,0.253216028214
Sieve,1130000,199097,0.252775907516
Sieve,1140000,200812,0.257258176804
Sieve,1150000,202514,0.257565021515
Sieve,1160000,204234,0.291796207428
Sieve,1170000,205953,0.269927024841
Sieve,1180000,207662,0.266753911972
Sieve,1190000,209386,0.268886089325
Sieve,1200000,211082,0.27240896225
Sieve,1210000,212791,0.280604124069
Sieve,1220000,214510,0.275382995605
Sieve,1230000,216205,0.297121047974
Sieve,1240000,217918,0.28315281868
Sieve,1250000,219631,0.318692922592
Sieve,1260000,221337,0.297810077667
Sieve,1270000,223038,0.32310795784
Sieve,1280000,224753,0.294069051743
Sieve,1290000,226452,0.304847955704
Sieve,1300000,228165,0.325266838074
Sieve,1310000,229881,0.300191879272
Sieve,1320000,231575,0.313762903214
Sieve,1330000,233275,0.325580835342
Sieve,1340000,234987,0.313760995865
Sieve,1350000,236690,0.310960054398
Sieve,1360000,238402,0.321887969971
Sieve,1370000,240118,0.332863092422
Sieve,1380000,241814,0.377915143967
Sieve,1390000,243506,0.332402944565
Sieve,1400000,245220,0.340520858765
Sieve,1410000,246904,0.33562207222
Sieve,1420000,248622,0.319962978363
Sieve,1430000,250332,0.336076974869
Sieve,1440000,252034,0.367622852325
Sieve,1450000,253751,0.331154108047
Sieve,1460000,255452,0.337832927704
Sieve,1470000,257164,0.380492925644
Sieve,1480000,258874,0.344723939896
Sieve,1490000,260563,0.33758187294
Sieve,1500000,262258,0.341600894928
Sieve,1510000,263966,0.346997976303
Sieve,1520000,265670,0.34245300293
Sieve,1530000,267361,0.356613874435
Sieve,1540000,269063,0.35549902916
Sieve,1550000,270754,0.416224956512
Sieve,1560000,272468,0.362823963165
Sieve,1570000,274154,0.357788085938
Sieve,1580000,275859,0.359691858292
Sieve,1590000,277552,0.380737066269
Sieve,1600000,279257,0.36717581749
Sieve,1610000,280959,0.363947153091
Sieve,1620000,282657,0.371913909912
Sieve,1630000,284360,0.375355958939
Sieve,1640000,286034,0.377049922943
Sieve,1650000,287734,0.458144903183
Sieve,1660000,289448,0.434468984604
Sieve,1670000,291152,0.403180122375
Sieve,1680000,292847,0.397306919098
Sieve,1690000,294525,0.414133071899
Sieve,1700000,296211,0.453710079193
Sieve,1710000,297918,0.478687047958
Sieve,1720000,299603,0.409796953201
Sieve,1730000,301295,0.441834926605
Sieve,1740000,302992,0.526458978653
Sieve,1750000,304697,0.515246152878
Sieve,1760000,306400,0.446639060974
Sieve,1770000,308096,0.436619997025
Sieve,1780000,309786,0.552002906799
Sieve,1790000,311487,0.503927946091
Sieve,1800000,313186,0.52717089653
Sieve,1810000,314879,0.452254056931
Sieve,1820000,316571,0.44548201561
Sieve,1830000,318267,0.480525970459
Sieve,1840000,319962,0.500910997391
Sieve,1850000,321660,0.534712791443
Sieve,1860000,323349,0.459409952164
Sieve,1870000,325043,0.656892061234
Sieve,1880000,326737,0.475370883942
Sieve,1890000,328434,0.476970911026
Sieve,1900000,330122,0.48114490509
Sieve,1910000,331819,0.558570861816
Sieve,1920000,333512,0.587440013885
Sieve,1930000,335209,0.527683019638
Sieve,1940000,336907,0.579516887665
Sieve,1950000,338598,0.530152082443
Sieve,1960000,340281,0.638401985168
Sieve,1970000,341969,0.713668823242
Sieve,1980000,343656,0.525921821594
Sieve,1990000,345358,0.483612060547
