Function Name,n,# of primes,Time
Sieve,117,30,0.0006511211395263672
Sieve,118,30,0.0005171298980712891
Sieve,119,30,0.0005021095275878906
Sieve,120,30,0.0005578994750976562
Sieve,121,30,0.0005481243133544922
Sieve,122,30,0.0005159378051757812
Sieve,123,30,0.0005290508270263672
Sieve,124,30,0.0005321502685546875
Sieve,125,30,0.0005209445953369141
Sieve,126,30,0.0006000995635986328
Sieve,127,31,0.0005490779876708984
Sieve,128,31,0.0006291866302490234
Sieve,129,31,0.0006601810455322266
Sieve,130,31,0.0005729198455810547
Sieve,131,32,0.0005898475646972656
Sieve,132,32,0.0007319450378417969
Sieve,133,32,0.0005910396575927734
Sieve,134,32,0.0005650520324707031
Sieve,135,32,0.0005571842193603516
Sieve,136,32,0.0005917549133300781
Sieve,137,33,0.0010991096496582031
Sieve,138,33,0.0007798671722412109
Sieve,139,34,0.0005838871002197266
Sieve,140,34,0.0006198883056640625
Sieve,141,34,0.0006079673767089844
Sieve,142,34,0.0006208419799804688
Sieve,143,34,0.0006010532379150391
Sieve,144,34,0.0006730556488037109
Sieve,145,34,0.000637054443359375
Sieve,146,34,0.0006091594696044922
Sieve,147,34,0.0006086826324462891
Sieve,148,34,0.0007250308990478516
Sieve,149,35,0.0006558895111083984
Sieve,150,35,0.0006680488586425781
Sieve,151,36,0.0006337165832519531
Sieve,152,36,0.0006797313690185547
Sieve,153,36,0.0007040500640869141
Sieve,154,36,0.0007100105285644531
Sieve,155,36,0.0006501674652099609
Sieve,156,36,0.0006546974182128906
Sieve,157,37,0.0007197856903076172
Sieve,158,37,0.0006680488586425781
Sieve,159,37,0.0006649494171142578
Sieve,160,37,0.0006930828094482422
Sieve,161,37,0.0007920265197753906
Sieve,162,37,0.0007448196411132812
Sieve,163,38,0.0006937980651855469
Sieve,164,38,0.0007269382476806641
Sieve,165,38,0.0007941722869873047
Sieve,166,38,0.0007240772247314453
Sieve,167,39,0.0006971359252929688
Sieve,168,39,0.0008440017700195312
Sieve,169,39,0.0007531642913818359
Sieve,170,39,0.0007333755493164062
Sieve,171,39,0.000720977783203125
Sieve,172,39,0.0007238388061523438
Sieve,173,40,0.0007331371307373047
Sieve,174,40,0.0007679462432861328
Sieve,175,40,0.0007832050323486328
Sieve,176,40,0.0007398128509521484
Sieve,177,40,0.0007801055908203125
Sieve,178,40,0.0007810592651367188
Sieve,179,41,0.0007538795471191406
Sieve,180,41,0.0007610321044921875
Sieve,181,42,0.0008020401000976562
Sieve,182,42,0.0007779598236083984
Sieve,183,42,0.0008289813995361328
Sieve,184,42,0.0009069442749023438
Sieve,185,42,0.0008649826049804688
Sieve,186,42,0.00080108642578125
Sieve,187,42,0.0007908344268798828
Sieve,188,42,0.0008299350738525391
Sieve,189,42,0.0008249282836914062
Sieve,190,42,0.0008208751678466797
Sieve,191,43,0.0008089542388916016
Sieve,192,43,0.0008881092071533203
Sieve,193,44,0.0008158683776855469
Sieve,194,44,0.0010449886322021484
Sieve,195,44,0.0008890628814697266
Sieve,196,44,0.00086212158203125
Sieve,197,45,0.0008718967437744141
Sieve,198,45,0.0008749961853027344
Sieve,199,46,0.0009012222290039062
Sieve,200,46,0.0008590221405029297
Sieve,201,46,0.0008890628814697266
Sieve,202,46,0.0009050369262695312
Sieve,203,46,0.0009942054748535156
Sieve,204,46,0.0008971691131591797
Sieve,205,46,0.0010008811950683594
Sieve,206,46,0.0008969306945800781
Sieve,207,46,0.0009241104125976562
Sieve,208,46,0.0008959770202636719
Sieve,209,46,0.0009248256683349609
Sieve,210,46,0.0009322166442871094
Sieve,211,47,0.0009541511535644531
Sieve,212,47,0.0009109973907470703
Sieve,213,47,0.0009829998016357422
Sieve,214,47,0.0009589195251464844
Sieve,215,47,0.0009238719940185547
Sieve,216,47,0.0009677410125732422
Sieve,217,47,0.0009598731994628906
Sieve,218,47,0.0009310245513916016
Sieve,219,47,0.0009641647338867188
Sieve,220,47,0.001220703125
Sieve,221,47,0.001039266586303711
Sieve,222,47,0.0009980201721191406
Sieve,223,48,0.0009570121765136719
Sieve,224,48,0.000982046127319336
Sieve,225,48,0.0009751319885253906
Sieve,226,48,0.001155853271484375
Sieve,227,49,0.0010368824005126953
Sieve,228,49,0.001027822494506836
Sieve,229,50,0.0009846687316894531
Sieve,230,50,0.000990152359008789
Sieve,231,50,0.0010209083557128906
Sieve,232,50,0.001027822494506836
Sieve,233,51,0.0010449886322021484
Sieve,234,51,0.0010051727294921875
Sieve,235,51,0.0010039806365966797
Sieve,236,51,0.0012061595916748047
Sieve,237,51,0.001065969467163086
Sieve,238,51,0.0010290145874023438
Sieve,239,52,0.0011088848114013672
Sieve,240,52,0.0010437965393066406
Sieve,241,53,0.0010790824890136719
Sieve,242,53,0.0013172626495361328
Sieve,243,53,0.0016121864318847656
Sieve,244,53,0.0015749931335449219
Sieve,245,53,0.0016312599182128906
Sieve,246,53,0.0011403560638427734
Sieve,247,53,0.00131988525390625
Sieve,248,53,0.0012502670288085938
Sieve,249,53,0.0012679100036621094
Sieve,250,53,0.001132965087890625
Sieve,251,54,0.0011692047119140625
Sieve,252,54,0.0012102127075195312
Sieve,253,54,0.001146078109741211
Sieve,254,54,0.0012879371643066406
Sieve,255,54,0.0012199878692626953
Sieve,256,54,0.0011882781982421875
Sieve,257,55,0.0011968612670898438
Sieve,258,55,0.0011909008026123047
Sieve,259,55,0.001180887222290039
Sieve,260,55,0.0011839866638183594
Sieve,261,55,0.0012068748474121094
Sieve,262,55,0.0015397071838378906
Sieve,263,56,0.001361846923828125
Sieve,264,56,0.0012209415435791016
Sieve,265,56,0.0012698173522949219
Sieve,266,56,0.0012547969818115234
Sieve,267,56,0.0012519359588623047
Sieve,268,56,0.0012118816375732422
Sieve,269,57,0.001180887222290039
Sieve,270,57,0.0012428760528564453
Sieve,271,58,0.0012416839599609375
Sieve,272,58,0.0012028217315673828
Sieve,273,58,0.0011920928955078125
Sieve,274,58,0.0012412071228027344
Sieve,275,58,0.0012481212615966797
Sieve,276,58,0.0014891624450683594
Sieve,277,59,0.0012278556823730469
Sieve,278,59,0.0012600421905517578
Sieve,279,59,0.0012578964233398438
Sieve,280,59,0.0013060569763183594
Sieve,281,60,0.0012710094451904297
Sieve,282,60,0.001257181167602539
Sieve,283,61,0.0013020038604736328
Sieve,284,61,0.001416921615600586
Sieve,285,61,0.0013229846954345703
Sieve,286,61,0.0012722015380859375
Sieve,287,61,0.0012972354888916016
Sieve,288,61,0.001619100570678711
Sieve,289,61,0.0013239383697509766
Sieve,290,61,0.0012791156768798828
Sieve,291,61,0.0013158321380615234
Sieve,292,61,0.0013241767883300781
Sieve,293,62,0.0014891624450683594
Sieve,294,62,0.0012979507446289062
Sieve,295,62,0.00133514404296875
Sieve,296,62,0.0013501644134521484
Sieve,297,62,0.0014472007751464844
Sieve,298,62,0.0013911724090576172
Sieve,299,62,0.0013608932495117188
Sieve,300,62,0.001573801040649414
Sieve,301,62,0.0014400482177734375
Sieve,302,62,0.0013470649719238281
Sieve,303,62,0.0013508796691894531
Sieve,304,62,0.0013818740844726562
Sieve,305,62,0.0015659332275390625
Sieve,306,62,0.0013921260833740234
Sieve,307,63,0.001631021499633789
Sieve,308,63,0.002009868621826172
Sieve,309,63,0.0014989376068115234
Sieve,310,63,0.0013718605041503906
Sieve,311,64,0.0015788078308105469
Sieve,312,64,0.002221822738647461
Sieve,313,65,0.0019528865814208984
Sieve,314,65,0.002668142318725586
Sieve,315,65,0.0022399425506591797
Sieve,316,65,0.0024878978729248047
Sieve,317,66,0.001882791519165039
Sieve,318,66,0.0028450489044189453
Sieve,319,66,0.0023741722106933594
Sieve,320,66,0.0026900768280029297
Sieve,321,66,0.002721071243286133
Sieve,322,66,0.003238201141357422
Sieve,323,66,0.0021071434020996094
Sieve,324,66,0.004029989242553711
Sieve,325,66,0.002579927444458008
Sieve,326,66,0.0021669864654541016
Sieve,327,66,0.0016770362854003906
Sieve,328,66,0.0018470287322998047
Sieve,329,66,0.0015690326690673828
Sieve,330,66,0.0014889240264892578
Sieve,331,67,0.0015287399291992188
Sieve,332,67,0.0015878677368164062
Sieve,333,67,0.001483917236328125
Sieve,334,67,0.0016047954559326172
Sieve,335,67,0.0016062259674072266
Sieve,336,67,0.0015730857849121094
Sieve,337,68,0.0016150474548339844
Sieve,338,68,0.0015921592712402344
Sieve,339,68,0.0022068023681640625
Sieve,340,68,0.0016131401062011719
Sieve,341,68,0.0015840530395507812
Sieve,342,68,0.0016069412231445312
Sieve,343,68,0.0015561580657958984
Sieve,344,68,0.0017368793487548828
Sieve,345,68,0.001598358154296875
Sieve,346,68,0.0016391277313232422
Sieve,347,69,0.0015747547149658203
Sieve,348,69,0.0016429424285888672
Sieve,349,70,0.0018007755279541016
Sieve,350,70,0.0017230510711669922
Sieve,351,70,0.0015940666198730469
Sieve,352,70,0.0016491413116455078
Sieve,353,71,0.0016181468963623047
Sieve,354,71,0.001667022705078125
Sieve,355,71,0.0018990039825439453
Sieve,356,71,0.0017848014831542969
Sieve,357,71,0.0017242431640625
Sieve,358,71,0.001714944839477539
Sieve,359,72,0.0019419193267822266
Sieve,360,72,0.001961946487426758
Sieve,361,72,0.0020971298217773438
Sieve,362,72,0.0021131038665771484
Sieve,363,72,0.0017049312591552734
Sieve,364,72,0.0018818378448486328
Sieve,365,72,0.0017158985137939453
Sieve,366,72,0.0017139911651611328
Sieve,367,73,0.0023827552795410156
Sieve,368,73,0.001940011978149414
Sieve,369,73,0.0020170211791992188
Sieve,370,73,0.0016732215881347656
Sieve,371,73,0.0017871856689453125
Sieve,372,73,0.001773834228515625
Sieve,373,74,0.0017180442810058594
Sieve,374,74,0.0017771720886230469
Sieve,375,74,0.0017480850219726562
Sieve,376,74,0.0017380714416503906
Sieve,377,74,0.001886129379272461
Sieve,378,74,0.0018310546875
Sieve,379,75,0.0017671585083007812
Sieve,380,75,0.0017669200897216797
Sieve,381,75,0.0017879009246826172
Sieve,382,75,0.002002239227294922
Sieve,383,76,0.0019290447235107422
Sieve,384,76,0.0017938613891601562
Sieve,385,76,0.0018129348754882812
Sieve,386,76,0.0025768280029296875
Sieve,387,76,0.002039194107055664
Sieve,388,76,0.001767873764038086
Sieve,389,77,0.0018010139465332031
Sieve,390,77,0.001814126968383789
Sieve,391,77,0.0018911361694335938
Sieve,392,77,0.0017910003662109375
Sieve,393,77,0.0017910003662109375
Sieve,394,77,0.0020830631256103516
Sieve,395,77,0.001931905746459961
Sieve,396,77,0.0019299983978271484
Sieve,397,78,0.0018749237060546875
Sieve,398,78,0.001859903335571289
Sieve,399,78,0.002093791961669922
Sieve,400,78,0.0019731521606445312
Sieve,401,79,0.0018298625946044922
Sieve,402,79,0.002077817916870117
Sieve,403,79,0.0031461715698242188
Sieve,404,79,0.0020608901977539062
Sieve,405,79,0.0019309520721435547
Sieve,406,79,0.0018808841705322266
Sieve,407,79,0.0020987987518310547
Sieve,408,79,0.001965045928955078
Sieve,409,80,0.0018639564514160156
Sieve,410,80,0.002101898193359375
Sieve,411,80,0.0020132064819335938
Sieve,412,80,0.001968860626220703
Sieve,413,80,0.002187013626098633
Sieve,414,80,0.0019598007202148438
Sieve,415,80,0.0019690990447998047
Sieve,416,80,0.0020568370819091797
Sieve,417,80,0.001909017562866211
Sieve,418,80,0.002341032028198242
Sieve,419,81,0.0023260116577148438
Sieve,420,81,0.002070188522338867
Sieve,421,82,0.0021958351135253906
Sieve,422,82,0.0020508766174316406
Sieve,423,82,0.001981973648071289
Sieve,424,82,0.0020318031311035156
Sieve,425,82,0.002048015594482422
Sieve,426,82,0.0021359920501708984
Sieve,427,82,0.002185821533203125
Sieve,428,82,0.002006053924560547
Sieve,429,82,0.002187013626098633
Sieve,430,82,0.002151966094970703
Sieve,431,83,0.002100229263305664
Sieve,432,83,0.0020470619201660156
Sieve,433,84,0.0020668506622314453
Sieve,434,84,0.0028002262115478516
Sieve,435,84,0.0021810531616210938
Sieve,436,84,0.0021398067474365234
Sieve,437,84,0.0020759105682373047
Sieve,438,84,0.0021839141845703125
Sieve,439,85,0.0021419525146484375
Sieve,440,85,0.0021691322326660156
Sieve,441,85,0.0026769638061523438
Sieve,442,85,0.002129793167114258
Sieve,443,86,0.002160787582397461
Sieve,444,86,0.002089977264404297
Sieve,445,86,0.002154111862182617
Sieve,446,86,0.002214193344116211
Sieve,447,86,0.002125263214111328
Sieve,448,86,0.002218008041381836
Sieve,449,87,0.002569913864135742
Sieve,450,87,0.002199888229370117
Sieve,451,87,0.002277851104736328
Sieve,452,87,0.002128124237060547
Sieve,453,87,0.0022950172424316406
Sieve,454,87,0.0021750926971435547
Sieve,455,87,0.002373218536376953
Sieve,456,87,0.0025069713592529297
Sieve,457,88,0.002151966094970703
Sieve,458,88,0.002191781997680664
Sieve,459,88,0.002218008041381836
Sieve,460,88,0.0022170543670654297
Sieve,461,89,0.002274036407470703
Sieve,462,89,0.0022268295288085938
Sieve,463,90,0.0024688243865966797
Sieve,464,90,0.002226114273071289
Sieve,465,90,0.0022559165954589844
Sieve,466,90,0.002357006072998047
Sieve,467,91,0.0022172927856445312
Sieve,468,91,0.0026619434356689453
Sieve,469,91,0.0022530555725097656
Sieve,470,91,0.0022459030151367188
Sieve,471,91,0.002679109573364258
Sieve,472,91,0.002566814422607422
Sieve,473,91,0.0026009082794189453
Sieve,474,91,0.003452301025390625
Sieve,475,91,0.002683877944946289
Sieve,476,91,0.002269268035888672
Sieve,477,91,0.0026857852935791016
Sieve,478,91,0.0023479461669921875
Sieve,479,92,0.0025529861450195312
Sieve,480,92,0.002338886260986328
Sieve,481,92,0.002439260482788086
Sieve,482,92,0.002401113510131836
Sieve,483,92,0.0023469924926757812
Sieve,484,92,0.0033338069915771484
Sieve,485,92,0.002362966537475586
Sieve,486,92,0.002549886703491211
Sieve,487,93,0.002451181411743164
Sieve,488,93,0.002368927001953125
Sieve,489,93,0.0024230480194091797
Sieve,490,93,0.0027158260345458984
Sieve,491,94,0.0024518966674804688
Sieve,492,94,0.002338886260986328
Sieve,493,94,0.002344846725463867
Sieve,494,94,0.002454996109008789
Sieve,495,94,0.002384185791015625
Sieve,496,94,0.0024700164794921875
Sieve,497,94,0.002615213394165039
Sieve,498,94,0.0024099349975585938
Sieve,499,95,0.0024139881134033203
Sieve,500,95,0.002409219741821289
Sieve,501,95,0.0025568008422851562
Sieve,502,95,0.0024230480194091797
Sieve,503,96,0.0030317306518554688
Sieve,504,96,0.002443075180053711
Sieve,505,96,0.002501249313354492
Sieve,506,96,0.002557992935180664
Sieve,507,96,0.0026357173919677734
Sieve,508,96,0.002518177032470703
Sieve,509,97,0.0025599002838134766
Sieve,510,97,0.0028531551361083984
Sieve,511,97,0.0028200149536132812
Sieve,512,97,0.0025017261505126953
Sieve,513,97,0.002490997314453125
Sieve,514,97,0.002801179885864258
Sieve,515,97,0.002605915069580078
Sieve,516,97,0.0028030872344970703
Sieve,517,97,0.0026650428771972656
Sieve,518,97,0.0031638145446777344
Sieve,519,97,0.002721071243286133
Sieve,520,97,0.0025818347930908203
Sieve,521,98,0.0025887489318847656
Sieve,522,98,0.0027391910552978516
Sieve,523,99,0.0025238990783691406
Sieve,524,99,0.0026030540466308594
Sieve,525,99,0.002622842788696289
Sieve,526,99,0.0029191970825195312
Sieve,527,99,0.002637147903442383
Sieve,528,99,0.0029518604278564453
Sieve,529,99,0.0029540061950683594
Sieve,530,99,0.002630949020385742
Sieve,531,99,0.0027437210083007812
Sieve,532,99,0.002582073211669922
Sieve,533,99,0.002627134323120117
Sieve,534,99,0.002680063247680664
Sieve,535,99,0.002916097640991211
Sieve,536,99,0.0025641918182373047
Sieve,537,99,0.0027861595153808594
Sieve,538,99,0.0026421546936035156
Sieve,539,99,0.0026450157165527344
Sieve,540,99,0.002668142318725586
Sieve,541,100,0.003509998321533203
Sieve,542,100,0.00392603874206543
Sieve,543,100,0.0031201839447021484
Sieve,544,100,0.0026857852935791016
Sieve,545,100,0.002768993377685547
Sieve,546,100,0.0031499862670898438
Sieve,547,101,0.0029268264770507812
Sieve,548,101,0.002783060073852539
Sieve,549,101,0.0027899742126464844
Sieve,550,101,0.0030183792114257812
Sieve,551,101,0.003635883331298828
Sieve,552,101,0.003042936325073242
Sieve,553,101,0.0028181076049804688
Sieve,554,101,0.0028200149536132812
Sieve,555,101,0.002779722213745117
Sieve,556,101,0.0026929378509521484
Sieve,557,102,0.0033979415893554688
Sieve,558,102,0.002892017364501953
Sieve,559,102,0.0028421878814697266
Sieve,560,102,0.0028128623962402344
Sieve,561,102,0.002791166305541992
Sieve,562,102,0.00273895263671875
Sieve,563,103,0.004584074020385742
Sieve,564,103,0.0030889511108398438
Sieve,565,103,0.002681255340576172
Sieve,566,103,0.0032279491424560547
Sieve,567,103,0.002852201461791992
Sieve,568,103,0.008367776870727539
Sieve,569,104,0.0031061172485351562
Sieve,570,104,0.0035381317138671875
Sieve,571,105,0.0035889148712158203
Sieve,572,105,0.003748178482055664
Sieve,573,105,0.003058910369873047
Sieve,574,105,0.003383159637451172
Sieve,575,105,0.002894163131713867
Sieve,576,105,0.0033049583435058594
Sieve,577,106,0.0030579566955566406
Sieve,578,106,0.0029430389404296875
Sieve,579,106,0.0032470226287841797
Sieve,580,106,0.0028269290924072266
Sieve,581,106,0.003020048141479492
Sieve,582,106,0.0031468868255615234
Sieve,583,106,0.002885103225708008
Sieve,584,106,0.003143310546875
Sieve,585,106,0.0029668807983398438
Sieve,586,106,0.002924680709838867
Sieve,587,107,0.0034940242767333984
Sieve,588,107,0.0031957626342773438
Sieve,589,107,0.0032470226287841797
Sieve,590,107,0.0029916763305664062
Sieve,591,107,0.0029349327087402344
Sieve,592,107,0.003486156463623047
Sieve,593,108,0.004405975341796875
Sieve,594,108,0.0035431385040283203
Sieve,595,108,0.0030388832092285156
Sieve,596,108,0.0028939247131347656
Sieve,597,108,0.003602266311645508
Sieve,598,108,0.0031168460845947266
Sieve,599,109,0.003253936767578125
Sieve,600,109,0.0030918121337890625
Sieve,601,110,0.0030226707458496094
Sieve,602,110,0.0035309791564941406
Sieve,603,110,0.003208160400390625
Sieve,604,110,0.003013134002685547
Sieve,605,110,0.0031311511993408203
Sieve,606,110,0.003092050552368164
Sieve,607,111,0.002995014190673828
Sieve,608,111,0.0032639503479003906
Sieve,609,111,0.003058910369873047
Sieve,610,111,0.0033216476440429688
Sieve,611,111,0.003292083740234375
Sieve,612,111,0.003159761428833008
Sieve,613,112,0.003763914108276367
Sieve,614,112,0.0031290054321289062
Sieve,615,112,0.0030651092529296875
Sieve,616,112,0.003039836883544922
Sieve,617,113,0.0032210350036621094
Sieve,618,113,0.0035991668701171875
Sieve,619,114,0.003077268600463867
Sieve,620,114,0.003281116485595703
Sieve,621,114,0.003323078155517578
Sieve,622,114,0.003316164016723633
Sieve,623,114,0.003576040267944336
Sieve,624,114,0.0032088756561279297
Sieve,625,114,0.0034999847412109375
Sieve,626,114,0.0031850337982177734
Sieve,627,114,0.0031960010528564453
Sieve,628,114,0.0033850669860839844
Sieve,629,114,0.003462076187133789
Sieve,630,114,0.003204822540283203
Sieve,631,115,0.0034470558166503906
Sieve,632,115,0.003192901611328125
Sieve,633,115,0.003329753875732422
Sieve,634,115,0.0032668113708496094
Sieve,635,115,0.0031561851501464844
Sieve,636,115,0.003159046173095703
Sieve,637,115,0.0031719207763671875
Sieve,638,115,0.0033478736877441406
Sieve,639,115,0.0034890174865722656
Sieve,640,115,0.003268718719482422
Sieve,641,116,0.003312826156616211
Sieve,642,116,0.0033020973205566406
Sieve,643,117,0.0037779808044433594
Sieve,644,117,0.003217935562133789
Sieve,645,117,0.003389120101928711
Sieve,646,117,0.003367185592651367
Sieve,647,118,0.0033321380615234375
Sieve,648,118,0.004178762435913086
Sieve,649,118,0.0034389495849609375
Sieve,650,118,0.0034978389739990234
Sieve,651,118,0.003450155258178711
Sieve,652,118,0.003487110137939453
Sieve,653,119,0.0034439563751220703
Sieve,654,119,0.0033388137817382812
Sieve,655,119,0.0036211013793945312
Sieve,656,119,0.0037550926208496094
Sieve,657,119,0.0034928321838378906
Sieve,658,119,0.003451108932495117
Sieve,659,120,0.003651142120361328
Sieve,660,120,0.0036220550537109375
Sieve,661,121,0.0034689903259277344
Sieve,662,121,0.0038259029388427734
Sieve,663,121,0.0034661293029785156
Sieve,664,121,0.0036721229553222656
Sieve,665,121,0.0034301280975341797
Sieve,666,121,0.003401041030883789
Sieve,667,121,0.00366973876953125
Sieve,668,121,0.003470897674560547
Sieve,669,121,0.003493070602416992
Sieve,670,121,0.003740072250366211
Sieve,671,121,0.0037009716033935547
Sieve,672,121,0.0033998489379882812
Sieve,673,122,0.003942012786865234
Sieve,674,122,0.003545045852661133
Sieve,675,122,0.0038330554962158203
Sieve,676,122,0.0034019947052001953
Sieve,677,123,0.003906965255737305
Sieve,678,123,0.003679990768432617
Sieve,679,123,0.0035059452056884766
Sieve,680,123,0.003702878952026367
Sieve,681,123,0.0036857128143310547
Sieve,682,123,0.004057168960571289
Sieve,683,124,0.003977060317993164
Sieve,684,124,0.003921985626220703
Sieve,685,124,0.004866123199462891
Sieve,686,124,0.004235029220581055
Sieve,687,124,0.0036177635192871094
Sieve,688,124,0.004209995269775391
Sieve,689,124,0.0036361217498779297
Sieve,690,124,0.003708362579345703
Sieve,691,125,0.003876924514770508
Sieve,692,125,0.003634929656982422
Sieve,693,125,0.0038149356842041016
Sieve,694,125,0.0036020278930664062
Sieve,695,125,0.0037267208099365234
Sieve,696,125,0.0038018226623535156
Sieve,697,125,0.0038280487060546875
Sieve,698,125,0.0036971569061279297
Sieve,699,125,0.0036170482635498047
Sieve,700,125,0.0036792755126953125
Sieve,701,126,0.003592967987060547
Sieve,702,126,0.003954887390136719
Sieve,703,126,0.003671884536743164
Sieve,704,126,0.003975868225097656
Sieve,705,126,0.003628969192504883
Sieve,706,126,0.00392603874206543
Sieve,707,126,0.004801750183105469
Sieve,708,126,0.005898237228393555
Sieve,709,127,0.0054569244384765625
Sieve,710,127,0.0036928653717041016
Sieve,711,127,0.0048558712005615234
Sieve,712,127,0.0046498775482177734
Sieve,713,127,0.004805088043212891
Sieve,714,127,0.0040929317474365234
Sieve,715,127,0.004377126693725586
Sieve,716,127,0.003934144973754883
Sieve,717,127,0.0046122074127197266
Sieve,718,127,0.003944873809814453
Sieve,719,128,0.003879070281982422
Sieve,720,128,0.003962278366088867
Sieve,721,128,0.004166841506958008
Sieve,722,128,0.004007816314697266
Sieve,723,128,0.004120826721191406
Sieve,724,128,0.005072116851806641
Sieve,725,128,0.00506901741027832
Sieve,726,128,0.004118680953979492
Sieve,727,129,0.004621982574462891
Sieve,728,129,0.004822969436645508
Sieve,729,129,0.004033088684082031
Sieve,730,129,0.003832101821899414
Sieve,731,129,0.003914833068847656
Sieve,732,129,0.004157304763793945
Sieve,733,130,0.004072904586791992
Sieve,734,130,0.004154205322265625
Sieve,735,130,0.0045318603515625
Sieve,736,130,0.0042192935943603516
Sieve,737,130,0.0038938522338867188
Sieve,738,130,0.0039920806884765625
Sieve,739,131,0.004254817962646484
Sieve,740,131,0.00426483154296875
Sieve,741,131,0.003946065902709961
Sieve,742,131,0.004309177398681641
Sieve,743,132,0.004199981689453125
Sieve,744,132,0.004197835922241211
Sieve,745,132,0.003971099853515625
Sieve,746,132,0.004423856735229492
Sieve,747,132,0.004072904586791992
